349,2013-09-28,2013 Infinite Challenge Freeway Song Festival #1 - First Meeting,"BoA, G-Dragon, Kim C, You Hee-yeol, Primary, Rose Motel, Kiha & The Faces, Lee Juck"
350,2013-10-05,Infinite Challenge Cheerleader Team #2,
351,2013-10-12,2013 Infinite Challenge Freeway Song Festival #2,"BoA, G-Dragon, Kim C, You Hee-yeol, Primary, Rose Motel, Kiha & The Faces, Gaeko (Dynamic Duo), Defc"
352,2013-10-19,2013 Infinite Challenge Freeway Song Festival #3,"BoA, G-Dragon, Kim C, You Hee-yeol, Primary, Rose Motel, Kiha & The Faces, Sweet Sorrow"
353,2013-10-26,2013 Infinite Challenge Freeway Song Festival #4,"BoA, G-Dragon, Kim C, You Hee-yeol, Primary, Rose Motel, Kiha & The Faces, Kim Cho-han, Gaeko (Dynam"
354,2013-11-02,2013 Infinite Challenge Freeway Song Festival #5 - The Concert,"BoA, G-Dragon, Kim C, You Hee-yeol, Primary, Rose Motel, Kiha & The Faces Feat. Kim Cho-han, Defconn"
355,2013-11-09,Physiognomy Special #1 & Intro to Jamaica and Milan Project,Skull
356,2013-11-16,Physiognomy Special #2,
356,2013-11-16,Game King Special (Manhunt) #1,Defconn
357,2013-11-23,Game King Special (Manhunt) #2,Defconn
358,2013-11-30,Modeling in Milan & Jamaica Singing Contest,Skull
359,2013-12-07,12th Grade (SATs) & Intro to Lonely Buddy Festival,Defconn
360,2013-12-14,Lonely Buddy Festival #1,"Defconn, Kim Young-chul, Ji Sang-ryeol, Kim Je-dong, Oh Na-mi, Kim Ji-min, Park So-young, Park Ji-su"
361,2013-12-21,Lonely Buddy Festival #2,"Ji Sang-ryeol, Kim Young-chul, Kim Na-young, Park Hwi-sun, Yang Pyung (Kiha & The Faces), Sunny (Gir"
362,2013-12-28,Lonely Buddy Festival #3,"Ji Sang-ryeol, Kim Na-young, Park Hwi-sun, Yang Pyung (Kiha & The Faces), Sunny (Girls' Generation),"
363,2014-01-04,What If? #1,"Jang Yoon-ju, Song Eun-i, Kim Sook"
364,2014-01-11,What If? #2,"Jang Yoon-ju, Song Eun-i, Kim Sook, Baek Bo-ram, Jeong Ga-eun"
365,2014-01-18,What If? #3,"Jang Yoon-ju, Je Yeong-jae (PD), Maeng Seung-ji, Park Ji-na (Korean classical musician)"
366,2014-01-25,Cheerleading Project 2014,"Special appearance by BEAST, 4Minute, Apink, EXO, B1A4 at the end."
367,2014-02-01,Year of the Horse,"Jo Se-ho, Maeng Seung-ji, Do Dae-woong"
368,2014-02-08,Let's Throw Yuts - Let's Do Laundry Together,"Jo Se-ho, Defconn"
369,2014-02-22,Jamaica Special #1,Skull
370,2014-03-01,Jamaica Special #2,Skull Special appearance by Usain Bolt
371,2014-03-08,Jamaica Special #3,"Skull, TVJ Smile Jamaica Show Hosts and Production Team"
372,2014-03-15,Protect the Earth! #2,"Park Hyung-sik, Lee Sang-hwa"
373,2014-03-22,Speed Racer #1 - Fast and Furious,"Racecar Drivers - Kwon Bom-i, Kim Dong-eun, O Il-gi"
374,2014-03-29,Cheerleading Squad #1,"Jung Il-woo, Park Shin-hye, Baro"
375,2014-04-05,Speed Racer #2,"Racecar Drivers - Kwon Bom-i, Kim Dong-eun, O Il-gi"
376,2014-04-12,Speed Racer #3,"Racecar Drivers - Kwon Bom-i, Kim Dong-eun, O Il-gi"
377,2014-05-03,Election 2014 #1 - The Choice,Gil leaves the program due to drunk driving.[2] Kim Bo-sung
378,2014-05-10,Election 2014 #2 - The Campaign,
379,2014-05-17,Election 2014 #3 - Behind The Scenes Dealings,
380,2014-05-24,Hong-chul! Let's Get Married!,Ji Ho-jin[3] Subsequent episodes of this project were cancelled due to complaints that the episode b
381,2014-05-31,Election 2014 #5 - The Results,
382,2014-06-07,We're Hungry Special,Yoon Do-hyun
383,2014-06-14,Cheerleading Squad #2 - Pre Brazil,"Jang Yoon-ju, Jung Il-woo, Son Ye-jin, Baro, Lizzy, Ji Sang-ryeol"
384,2014-06-21,Cheerleading Squad #3 - World Cup Begins,"Jung Il-woo, Son Ye-jin, Baro, Lizzy, Ji Sang-ryeol, Kim Je-dong, Kim Bum-soo, Lee Guk-joo, John Par"
385,2014-06-28,Cheerleading Squad #4 - In Brazil,"Jung Il-woo, Son Ye-jin, Baro"
386,2014-07-05,Speed Racer #4,
387,2014-07-12,Speed Racer #5,
388,2014-07-19,Speed Racer #6,
389,2014-07-26,Bangkok Tour,
390,2014-08-02,Midnight in Seoul,"Danny Ahn, Joon Park, Son Hoyoung, Kim Je-dong, Ryu Seung-soo, Nam Chang-hee, Hong Jin-young, Lee Gu"
391,2014-08-09,The Heat Wave Era,
392,2014-08-16,The Prisoner's Dilemma #1,
393,2014-08-23,The Prisoner's Dilemma #2,
394,2014-08-30,I Am Your Biggest Fan: Camping Special #2,
395,2014-09-06,I Am Your Biggest Fan: Camping Special #3,
396,2014-09-13,Radio Day Special #2,"Jun Hyun-moo, Kim Shin-young, Park Kyung-lim, Bae Chul-soo, Ji Sang-ryeol, Tablo, Jonghyun (SHINee),"
397,2014-09-20,Radio Day Special #3,"Jun Hyun-moo, Kim Shin-young, Lee Guk-joo, Lee Dong-wook, So Ji-sub, Park Gyuri, Jo Sungmo, Kim Do-h"
398,2014-10-04,Radio Day Special #4,"Bae Chul-soo, Sunny (Girls' Generation), Tablo, Lee Juck, Jonghyun (SHINee), Byul"
399,2014-10-11,Hangul Special,
400,2014-10-18,400th Episode Special: Begin Again #1,
401,2014-10-25,400th Episode Special: Begin Again #2,
402,2014-11-01,Special Exhibitions Episode #1,"Lee Hyori, Lee Sang-soon"
403,2014-11-08,"Special Exhibitions Episode #2: Saturday, Saturday's: I am a Singer","Ock Joo-hyun, Bada, Lee Jae-hoon, Kim Jo-han, Kangta, Shin Hye-sung, Lee Ji-hoon, Kim Jae-duc, Jang "
404,2014-11-15,The War of Money #1,
405,2014-11-22,The War of Money #2,
406,2014-11-29,Extreme Part Time Jobs #1,Cha Seung-won Noh Hong-chul leaves the program due to drunk driving.[5]
407,2014-12-06,Extreme Part Time Jobs #2,Cha Seung-won
408,2014-12-13,The Giant of Seduction,Seo Jang-hoon
409,2014-12-20,"Saturday, Saturday's: I am a Singer #1","Kim Jong-kook, Kim Jung-nam, Jinusean, Bada, Shoo, Seohyun (via phone), Jo Sungmo, Lee Jung-hyun, Yo"
410,2014-12-27,"Saturday, Saturday's: I am a Singer #2","Turbo - (Kim Jong-kook & Kim Jung-nam), Kim Hyun-jung, S.E.S. - (Bada & Shoo) with Seohyun, Lee Jung"
411,2015-01-03,"Saturday, Saturday's: I am a Singer #3","Lee Bon (MC), Turbo (Kim Jong-kook, Kim Jung-nam), Kim Hyun-jung, S.E.S. (Bada, Shoo) with Seohyun, "
412,2015-01-10,Home Alone Special,Seo Jang-hoon
413,2015-01-24,I'm an Action Star,"Jung Doo-hong, Heo Myeong-haeng"
414,2015-02-07,A Hard Day - Battle for the Box #1,
415,2015-02-14,A Hard Day - Battle for the Box #2,
416,2015-02-21,IC's Big Party #1,"Seo Jang-hoon, Hyun Joo-yup, Kim Jin, Kim Young-chul, Kim Je-dong, Park Hyuk-kwon, Kang Kyun-sung, L"
417,2015-02-28,IC's Big Party #2,"Seo Jang-hoon, Hyun Joo-yup, Kim Jin, Kim Young-chul, Kim Je-dong, Park Hyuk-kwon, Kang Kyun-sung, L"
417,2015-02-28,IC's Small Party,"Kim Sung-soo, Pyo Young-ho, Lee Kyun, Jo Hye-ryun, Yoon Jung-soo, and Lee Yoon-suk"
418,2015-03-07,IC Daycare Center[8],Members become daycare teachers for one day Special guest: Professor Oh Eun-young
419,2015-03-14,Sixth Man - Secret Member #1,"Jang Dong-min, Kim Young-chul, Jun Hyun-moo, Defconn, Hwang Kwanghee, Joo Sang-wook"
420,2015-03-21,Sixth Man - Secret Member #2,"Hong Jin-ho, Lee Seo-jin, Hong Jin-kyung, Henry Lau, Kang Kyun-sung, Kim Ji-seok, Choi Siwon, Seo Ja"
421,2015-03-28,Sixth Man - Secret Member #3,"Hwang Kwanghee, Kang Kyun-sung, Jang Dong-min, Hong Jin-kyung, Choi Siwon, Yoo Byung-jae, Seo Jang-h"
422,2015-04-04,Sixth Man - Secret Member #4,"Hwang Kwanghee, Kang Kyun-sung, Jang Dong-min, Hong Jin-kyung, Choi Siwon, Yoo Byung-jae, Seo Jang-h"
423,2015-04-11,Sixth Man - Secret Member #5,"Hwang Kwanghee, Jang Dong-min, Hong Jin-kyung, Kang Kyun-sung, Choi Siwon, Kang Kyun-sung, Kim Sook,"
424,2015-04-18,Sixth Man - Secret Member #6,"Hwang Kwanghee, Jang Dong-min, Hong Jin-kyung, Kang Kyun-sung, Choi Siwon, Kim Sook, Shin Bong-sun, "
425,2015-04-25,Desert Island II #1,
426,2015-05-02,Desert Island II #2,
427,2015-05-09,Welcoming Ceremony #1,
428,2015-05-16,Welcoming Ceremony #2,
429,2015-05-23,Welcoming Ceremony #3,
430,2015-05-30,Extreme Part Time Job: Overseas Edition #1,
431,2015-06-06,Extreme Part Time Job: Overseas Edition #2,
432,2015-06-13,Real Bangkok Tour,
432,2015-06-13,2015 First Half Infinite News,
433,2015-06-20,IC Express Delivery - World Scholarship Quiz,"Park Hyung-sik, Uee (voice only), Kim Je-dong"
434,2015-06-27,I Need Romance,"Uee, Kim Je-dong, Ji Sang-ryeol, Kim Young-chul, Hong Seok-cheon, Song Eun-i, Kim Sook, Shin Bong-su"
435,2015-07-04,2015 Infinite Challenge Yeongdong Expressway Song Festival #1,"IU, G-Dragon & Taeyang, Park Jin-Young, Zion.T, Yoon Sang, Band Hyukoh Yoo Hee-yeol, Lee Juck, Yoon "
436,2015-07-11,2015 Infinite Challenge Yeongdong Expressway Song Festival #2,"Musical Guest: IU, G-Dragon & Taeyang, Park Jin-Young, Zion.T, Yoon Sang, Band Hyukoh[16] Featuring:"
437,2015-07-18,2015 Infinite Challenge Yeongdong Expressway Song Festival #3,"Musical Guest: IU, G-Dragon & Taeyang, Park Jin-Young, Zion.T, Yoon Sang, Band Hyukoh Featuring: Dok"
438,2015-07-25,2015 Infinite Challenge Yeongdong Expressway Song Festival #4,"Musical Guest: IU, G-Dragon & Taeyang, Park Jin-Young, Zion.T, Yoon Sang, Band Hyukoh Featuring: You"
439,2015-08-01,2015 Infinite Challenge Yeongdong Expressway Song Festival #5,"Musical Guest: IU, G-Dragon & Taeyang, Park Jin-Young, Zion.T, Yoon Sang, Band Hyukoh Featuring: You"
440,2015-08-08,2015 Infinite Challenge Yeongdong Expressway Song Festival #6,"Musical Guest: IU, G-Dragon & Taeyang, Park Jin-Young, Zion.T, Yoon Sang, Band Hyukoh Featuring: Bee"
441,2015-08-15,IC Express Delivery #1,
442,2015-08-22,2015 Infinite Challenge Yeongdong Expressway Song Festival #7 - The Concert,"Musical Guest: IU, G-Dragon & Taeyang, Park Jin-Young, Zion.T, Yoon Sang, Band Hyukoh Featuring: DAV"
443,2015-08-29,IC Express Delivery #2,
444,2015-09-05,IC Express Delivery #3,
445,2015-09-12,IC Express Delivery #4,Special appearance by President of Gabon Ali Bongo Ondimba
446,2015-09-19,One-day Activity Schedule,Each member was given a set amount of money(KRW 10.000) to complete the schedule they planned themse
447,2015-09-26,Weekend Blockbuster,Members participating in dubbing Hollywood film Begin Again for MBC Chuseok Special Jeong Hyeong-don
448,2015-10-03,2015 Special Project Exhibition,Members were divided into three to come up with ten potential projects for the coming year. The proj
448,2015-10-03,War of Idiots: Age of Innocence #1,"Hong Jin-kyung, Eun Ji-won"
449,2015-10-10,War of Idiots: Age of Innocence #2,"Recruitment of the Idiots Avengers Team Guest Members: Hong Jin-kyung, Eun Ji-won, Sol Bi, Shim Hyun"
450,2015-10-17,War of Idiots: Age of Innocence #3,"Hong Jin-kyung, Eun Ji-won, Sol Bi, Shim Hyung-tak, Kan Mi-youn, Chae Yeon, Kim Jong-min, Park Na-ra"
451,2015-10-24,War of Idiots: Age of Innocence #4,"Idiot Avenger Guests: Hong Jin-kyung, Eun Ji-won, Sol Bi, Shim Hyung-tak, Kan Mi-youn, Chae Yeon, Ki"
452,2015-10-31,Funeral for Park Myeong-su's Laughter & Seeking Laughter Hunter,"Funeral Guests: Yoo Jae-hwan, Lee Guk-joo, Park Na-rae, DJ Charles, Jo Se-ho, Kim Shin-young"
453,2015-11-07,Infinite Challenge Tour #1,"Korean History Tour: Yoo Jae-suk, Hwang Kwanghee, Guest: Eric Nam Korean Foodie Tour: Jeong Jun-ha, "
454,2015-11-14,Infinite Challenge Tour #2,"Guests: Eric Nam, John Park, Yoo Jae-hwan Jeong Hyeong-don leaves the show indefinitely due to healt"
455,2015-11-21,Infinite Challenge Dream #1,"Members were auctioned off to other MBC produced shows, dramas, movies and radios Son Yi-cheon - auc"
456,2015-11-28,Infinite Challenge Dream #2,"My Daughter, Geum Sa-wol - Yoo Jae-suk, Jeon In-hwa, Son Chang-min, Yoon Hyun-min, Baek Jin-hee, Lee"
457,2015-12-05,Infinite Challenge Dream #3,"Mystic TV: Surprise - Yoo Jae-suk, Park Myeong-su (Kim Min-jin, Jim Ha-yeong, Matthew Sleight, Vadim"
457,2015-12-05,Zero Complaints #1,Production team try best to improve the working conditions for the members Sa Hwa-gyeong (MBC local 
458,2015-12-12,Zero Complaints #2,Lee Ae-ran
458,2015-12-12,2015 Second Half Infinite News #1,"Dentistry - Jeong Jun-ha, Yoo Jae-suk (Dr. Ahn Sang-cheol) Wig - Park Myeong-su (Director Kim Tae-hw"
459,2015-12-19,2015 Second Half Infinite News #2,"Acting Class- Hwang Kwanghee (Lee Sung-min, Yim Si-wan SSD (Saturday Saturday Drama) - Park Myeong-s"
459,2015-12-19,Wanted by Public #1,8 detectives from Busan Metropolitan Police Agency (2 people per team) Detective Team 1 - Park Seong
460,2015-12-26,Wanted by Public #2,8 detectives from Busan Metropolitan Police Agency (2 people per team) Detective Team 1 - Park Seong
461,2016-01-02,Wanted by Public #3,8 detectives from Busan Metropolitan Police Agency (2 people per team) Detective Team 1 - Park Seong
462,2016-01-09,Entertainment General Assembly,"Two assemblies. One discusses Infinite Challenge, the other discusses TV in general. First part (IC "
463,2016-01-16,The Martian,"Shim Hyung-tak, PD Park Chang-hun"
464,2016-01-23,Letters of Fortune,
465,2016-01-30,Variety School: School of Fun,"Jack Black, Sam Okyere and Sam Hammington"
466,2016-02-06,Introducing My Ugly Friends Festival Season 2 #1,"Baekhyun (EXO) (via phone) Short appearance, and invited, but did not appear for festival: Yoo Hae-j"
467,2016-02-13,Introducing My Ugly Friends Festival Season 2 #2,"Festival members: Jo Se-ho, Defconn, Kim Soo-yong, Ji Suk-jin, Woo Hyeon, Kim Hee-won, Bobby, Ha San"
468,2016-02-20,Introducing My Ugly Friends Festival Season 2 #3,"Festival members: Jo Se-ho, Defconn, Kim Soo-yong, Ji Suk-jin, Woo Hyeon, Kim Hee-won, Bobby, Ha San"
469,2016-02-27,The Bad Memory Eraser #1,"Mentors: Cho Chung-min, Kim Byung-hu, Kim Hyun-jung, Yoon Tae-ho, Haemin (Monk)"
470,2016-03-05,The Bad Memory Eraser #2,Sam Hammington
470,2016-03-05,The Ratings Special Forces #1,"Lee Sang-joo, Lim Sung-eun"
471,2016-03-12,The Ratings Special Forces #2,Lee Bong-ju
472,2016-03-19,Master of Hip-Hop - MC Minzy,"Zico, DJ Millic"
473,2016-03-26,Wedding Singers #1,"Sung Si-kyung, Jung Sung-hwa, Jung Sang-hoon, Lee Joon, Yoon Doo-joon, Jung Yong-hwa, Jang Beom-joon"
474,2016-04-02,Wedding Singers #2,"Kim Hee-ae, Byul"
474,2016-04-02,Perfect Sense #1,"Zico, Yang Se-hyung"
475,2016-04-09,Perfect Sense #2,"Zico, Yang Se-hyung Appearances by GFriend, Charming Choi (magician), and impersonators Jeong Jong-c"
476,2016-04-16,Perfect Sense #3,
476,2016-04-16,"Saturday, Saturday's, I Am A Singer 2: Sechs Kies #1",Sechs Kies
477,2016-04-23,"Saturday, Saturday's, I Am A Singer 2: Sechs Kies #2",Sechs Kies
478,2016-04-30,"Saturday, Saturday's, I Am A Singer 2: Sechs Kies #3",Sechs Kies
479,2016-05-07,2016 Infinite Company,"Yang Se-hyung, Kim Eun-hee, Jang Hang-jun, Jang Won-seok (film producer)"
480,2016-05-14,Wedding Singers #3,"Jang Beom-joon, Byul, Lee Juck, Kim Hee-ae, Jung Yong-hwa, Yoon Doo-joon, Lee Joon, Jung Sung-hwa, J"
481,2016-05-21,Wedding Singers #4,"Jang Beom-joon, Byul, Lee Juck, Kim Hee-ae, Jung Yong-hwa, Yoon Doo-joon, Lee Joon, Jung Sung-hwa, J"
482,2016-05-28,Wedding Singers #5,"Jang Beom-joon, Lee Juck, Kim Hee-ae, Jung Sung-hwa, Jung Sang-hoon, Jo Se-ho"
483,2016-06-04,Relay Toon #1,"Yang Se-hyung Comics Artist: Yoon Tae-ho, Joo Ho-min, Byun Ji-min (Super Pink), Lee Mal-nyun, Kim He"
484,2016-06-11,Relay Toon #2,"Yang Se-hyung Comics Artist: Yoon Tae-ho, Joo Ho-min, Byun Ji-min (Super Pink), Lee Mal-nyun, Kim He"
485,2016-06-18,What Shall We Do Today? #1,"Sam Hammington, Sam Okyere"
486,2016-06-25,What Shall We Do Today? #2,"Sam Hammington, Sam Okyere"
486,2016-06-25,Relay Toon #3,Comics Artist: Kim Hee-min (Kian84)
487,2016-07-02,Living as Yoo Jae-suk VS Living as Park Myeong-su,"Yang Se-hyung, Kim Bo-kyung (IC staff), Jang Woo-sung (production assistant), Park Chang-hoon ('The "
487,2016-07-02,Relay Toon #4,Yang Se-hyung Comics Artist: Lee Mal-nyun
488,2016-07-09,Relay Toon #5,Yang Se-hyung Comics Artist: Jun Yong-sik (Gaspard)
488,2016-07-09,The Wailing #1,Yang Se-hyung
489,2016-07-16,Relay Toon #6,Byun Ji-min (Super Pink)
489,2016-07-16,The Wailing #2,Yang Se-hyung
490,2016-07-23,Relay Toon #7,Comics Artist: Yoon Tae-ho Yang Se-hyung
490,2016-07-23,Dispute Resolution Committee #1,"Yang Se-hyung, Kim Young-chul, Kim Hyun-chul"
491,2016-07-30,Relay Toon #8,Yang Se-hyung Comics Artist: Joo Ho-min
491,2016-07-30,Dispute Resolution Committee #2,"Yang Se-hyung, Kim Shin-young"
491,2016-07-30,Heart Rate Hide & Seek #1,"Yang Se-hyung, Jeong Hee-do (Tarot card master)"
492,2016-08-06,2016 Infinite News,Jeong Hyeong-don officially leaves the program after being on hiatus since November 2015.
492,2016-08-06,Heart Rate Hide & Seek #2,Yang Se-hyung
493,2016-08-13,L.A. Special #1,"Kim Jong-kook, Zico, GFriend"
494,2016-08-20,L.A. Special #2,"Yang Se-hyung, Phil Ahn Young (son of Ahn Changho), Philip Ahn Cuddy (grandson of Ahn Changho)"
495,2016-08-27,Making-of Infinite Company: Employees in Crisis,"Yang Se-hyung, Kim Eun-hee, Jang Hang-jun, Jang Won-seok (film producer), Lee Je-hoon, G-Dragon, Kim"
496,2016-09-03,Relay Toon: Results,"Yang Se-hyung, Kim Yeon-koung"
496,2016-09-03,Infinite Company: Employees In Crisis #1,"Yang Se-hyung, Jang Hang-jun (director), Kim Eun-hee (playwright), G-Dragon, Son Jong-hak, Kim Hee-w"
497,2016-09-10,Relay Toon: Punishment,Yang Se-hyung
497,2016-09-10,Infinite Company: Employees In Crisis #2,"Yang Se-hyung, Jang Hang-jun (director), Kim Eun-hee (playwright), Jun Kunimura, G-Dragon, Kim Hwan-"
498,2016-09-17,Dancing King,"EXO, Kyuhyun, Baek Koo-young (choreographer), Yang Se-hyung"
499,2016-09-24,War of the Gods #1,"Yang Se-hyung, Hwang Jung-min, Jung Woo-sung, Ju Ji-hoon, Kwak Do-won, Jung Man-sik, Kim Won-hae"
500,2016-10-01,500th Episode Celebration,Yang Se-hyung
500,2016-10-01,War of the Gods #2,"Yang Se-hyung, Hwang Jung-min, Jung Woo-sung, Ju Ji-hoon, Kwak Do-won, Jung Man-sik, Kim Won-hae"
501,2016-10-08,Mudori Go #1,"Yang Se-hyung, Kang Ma-ae (aerobics instructor), Park Ji-eun (dancer), Choi Song-hwa (dancer), Hwang"
502,2016-10-15,Mudori Go #2,"Yang Se-hyung, Kang Ma-ae (aerobics instructor), Park Ji-eun (dancer), Choi Song-hwa (dancer), Hwang"
503,2016-10-22,We Are Men of Nature,Yang Se-hyung
503,2016-10-22,Gravity Special #1,Yang Se-hyung
504,2016-10-29,Gravity Special #2,Yang Se-hyung
505,2016-11-05,Gravity Special #3,"Yang Se-hyung, Salizhan Sharipov"
505,2016-11-05,War of Idiots: Civil War,Yang Se-hyung
506,2016-11-12,Hip Hop & History Special #1,"Yang Se-hyung, Seol Min-seok Musical Guest: Dok2, Gaeko, BewhY, Song Min-ho, Zico, DinDin"
507,2016-11-19,Hip Hop & History Special #2,"Yang Se-hyung, Seol Min-seok, Kim Yeong-hyeon (screenwriter), Park Sang-yeon (screenwriter), Cho Jun"
508,2016-11-26,Tears of the Polar Bear #1,"Jo Jun-muk (PD), Kim Jin-man (PD), Janice Martin, Kevin Burke"
509,2016-12-03,Tears of the Polar Bear #2,Kevin Burke
509,2016-12-03,Yoo Jae-suk's Sad Day,Yang Se-hyung
509,2016-12-03,Santa Academy #1,Yang Se-hyung
510,2016-12-10,Santa Academy #2,Yang Se-hyung
511,2016-12-17,Big Bang Special,"Yang Se-hyung, Big Bang"
511,2016-12-17,Santa Academy #3,Yang Se-hyung
512,2016-12-24,Santa Academy #4,Yang Se-hyung
512,2016-12-24,Hip Hop & History Special #3,"Dok2, Seol Min-seok"
513,2016-12-31,Hip Hop & History Special #4,"Yang Se-hyung, Seol Min-seok Musical Guest: Dok2, Gaeko, BewhY, Song Min-ho, Zico Featuring: DinDin,"
514,2017-01-07,Jeong Jun-ha's Daesang Project,"Yang Se-hyung, Lee Kyung-kyu, Kim Jong-min, Shin Ji Short appearances by Song Eun-jeong (Jun-ha's st"
515,2017-01-14,What Is Your Name? #1,"Yang Se-hyung, Kim Jong-min, Choi Min-yong, Jo Kwon"
516,2017-01-21,What Is Your Name? #2,"Yang Se-hyung, Baek Chung-kang Short appearances by Kim Jong-min (via phone), Jackson Wang, Byul (vi"
517,2017-02-18,Legend #1: Best 5 Characters,Yang Se-hyung Infinite Challenge went for a 7-week hiatus to normalize the processes necessary to pr
518,2017-02-25,Legend #2: Best 5 Chase Specials,"Yang Se-hyung The viewers were asked about the best 5 chase specials in Infinite Challenge, which we"
519,2017-03-04,Legend #3: Best 5 Real Variety Specials,"Yang Se-hyung The viewers were asked about the best 5 real variety specials in Infinite Challenge, w"
520,2017-03-11,Legend #4: Best 10 Slapstick Comedy,Yang Se-hyung The viewers were asked about the best 10 slapstick comedy scenes in Infinite Challenge
521,2017-03-18,Battle! Hanamana #1,Yang Se-hyung becomes a regular member.
522,2017-03-25,Battle! Hanamana #2,"Kim Kyung-ho, Park Wan-kyu, Ha Sang-wook, Kim Tae-jin (musician), Kim Tae-ho (Infinite Challenge PD)"
523,2017-04-01,IC comeback,Hwang Kwanghee's last appearance before his military duty.
523,2017-04-01,People's Assembly #1,"5 members from the National Assembly Park Ju-min, Democratic Party of Korea Kim Hyun-ah, Liberty Kor"
524,2017-04-08,People's Assembly #2,"5 members from the National Assembly Park Ju-min, Democratic Party of Korea Kim Hyun-ah, Liberty Kor"
524,2017-04-08,PyeongChang 2018 Special #1,Park Bo-gum
525,2017-04-15,PyeongChang 2018 Special #2,"Park Bo-gum, Lee Yong (Bobsleigh coach), Won Yun-jong, Jun Jung-lin, Oh Jea-han, Kim Jin-soo (bobsle"
526,2017-04-22,PyeongChang 2018 Special #3,"Park Bo-gum, Yuna Kim Ice hockey players: Lee Young-jun, Shin Hyung-yun, Park Kye-hoon Curling playe"
527,2017-04-29,Truth or Dare Special,Short appearance by Kim Hyung-hee (behavior analyst)
528,2017-05-06,One Fine Day,Seo Hyun-jin
529,2017-05-13,Hidden Card #1,"Kim Soo-hyun (via phone) Yang Se-hyung's comedian colleagues: Lee Sang-joon, Yang Bae-cha, Yang Ki-w"
530,2017-05-20,Hidden Card #2,"Yang Se-hyung's comedian colleagues: Yang Ki-woong, Kim Wan-bae, Kim Seung-hee Haha's musician frien"
530,2017-05-20,Future Entertainment Research Lab #1,"Bae Jung-nam, Jinwoo (Winner), Moon Se-yoon, Yoo Byung-jae, DinDin, Crush Short appearance by Kim Bo"
531,2017-05-27,Future Entertainment Research Lab #2,"Bae Jung-nam, Jinwoo (Winner), Moon Se-yoon, Yoo Byung-jae, DinDin, Crush Short appearance by Kim Ye"
532,2017-06-03,2017 Infinite News,"Short appearance by Hwang Kwanghee from a pre-recorded footage Haha's friends: Han Jung-woo, Kye Ji-"
533,2017-06-10,5 Drifted Boys,"Paik Seung-ho (via video chat), Lee Sang-yong (Daehan Rafting leader) Short appearance by Hwang Kwan"
533,2017-06-10,"Soo-hyun, Let's Bowl!",Kim Soo-hyun
534,2017-06-17,Dancing with Hyori #1,"Bae Jung-nam, Lee Hyori, Kim Seol-jin"
535,2017-06-24,Dancing with Hyori #2,"Bae Jung-nam, Lee Hyori, Kim Seol-jin"
535,2017-06-24,"Soo-hyun, It's a Surprise!","Bae Jung-nam, Kim Soo-hyun"
535,2017-06-24,Find the Delicious Food Truck #1,"Bae Jung-nam, Kim Soo-hyun"
536,2017-07-01,Find the Delicious Food Truck #2,"Bae Jung-nam, Kim Soo-hyun, G-Dragon (via phone)"
536,2017-07-01,Real Men #1,Bae Jung-nam
537,2017-07-08,Real Men #2,Bae Jung-nam
538,2017-07-15,Real Men #3,Bae Jung-nam
539,2017-07-22,Real Men #4,Bae Jung-nam
539,2017-07-22,An Unexpected Vacation,Managers & stylists of Infinite Challenge members
540,2017-07-29,IC Summer Festival,"Kim Shin-young, Hong Jin-kyung Short appearance by JooE (Momoland)"
541,2017-08-05,Stephen Curry Special ( Basketball Player),"Bae Jung-nam, Nam Joo-hyuk, Seo Jang-hoon, Stephen Curry, Seth Curry, Brian Lee Commentators: Heo Il"
542,2017-08-12,LA LA Land Special #1,"Bae Doona, Jack Black Short appearance by Hwang Kwanghee from a pre-recorded footage Short appearanc"
543,2017-08-19,LA LA Land Special #2,"Short appearances by Liz Flahive, Carly Mensch, Michael Kelly, Drew Barrymore, Timothy Olyphant, Joh"
544,2017-08-26,IC Night #1 Jeong Jun-ha's Producer 101 Park Myeong-su's Fresh-men Haha's Short Party,"Jeong Jun-ha's guests: short appearances by PD Choi Min-geun, PD Kim Goo-san, PD Park Hyun-seok, PD "
545,2017-09-02,IC Night #2 Park Myeong-su's Fresh-men Haha's Short Party Yoo Jae-suk's Street Talk Show: Wait a Min,"Haha's guests: Yoo Byung-jae, Shorry (Mighty Mouth), Jo Se-ho, Taeyang (Big Bang), Taeil (Block B), "
546,2017-11-25,2017 Infinite News Microphone On the Move: Wait A Minute People's Assembly - Bills PyeongChang 2018 ,"Jo Se-ho Wait A Minute: Brief appearances by Kim Jin-ho (Jun-ha's manager), Baek Min-jung (former IC"
547,2017-12-02,Giddy Up! Rafting on Han River,Jo Se-ho Brief appearance by Lee Sang-yong (Daehan Rafting leader) and brief appearance by Byul via 
547,2017-12-02,2018 College Scholastic Ability Test #1,Jo Se-ho
548,2017-12-09,2018 College Scholastic Ability Test #2,Jo Se-ho
549,2017-12-16,Comedy Ha and Su,"Comedy Big League: comedians (Yang Se-chan, Moon Se-yoon??? Lee Guk-joo??? Hong Yoon-hwa, Ahn Yang-k"
550,2017-12-23,Q&A,"Jo Se-ho, Rhyu Si-min, Song Eun-i, Kim Saeng-min, Yoon Jong-shin, Jin Seon-kyu"
551,2017-12-30,Here Comes Pacquiao's Fist #1,"Jo Se-ho, Yoo Byung-jae, Manny Pacquiao, Choo Dae-Yeob, Ryan Bang"
